,schedule_date,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,home_favorite,fixed_spread,game_info
10564,09/16/2012,MIA,35.0,13.0,OAK,OAK,-2.0,41,-1,2.0,09/16/2012 MIA-OAK
10565,09/16/2012,NE,18.0,20.0,ARI,NE,-13.5,47,1,-13.5,09/16/2012 NE-ARI
10566,09/16/2012,NYG,41.0,34.0,TB,NYG,-8.0,43.5,1,-8.0,09/16/2012 NYG-TB
10567,09/16/2012,PHI,24.0,23.0,BAL,PHI,-3.0,47,1,-3.0,09/16/2012 PHI-BAL
10568,09/16/2012,PIT,27.0,10.0,NYJ,PIT,-4.5,43,1,-4.5,09/16/2012 PIT-NYJ
10569,09/16/2012,LAC,38.0,10.0,TEN,LAC,-6.0,43.5,1,-6.0,09/16/2012 LAC-TEN
10570,09/16/2012,SF,27.0,19.0,DET,SF,-7.0,46,1,-7.0,09/16/2012 SF-DET
10571,09/16/2012,SEA,27.0,7.0,DAL,DAL,-3.0,43,-1,3.0,09/16/2012 SEA-DAL
10572,09/16/2012,LAR,31.0,28.0,WAS,WAS,-3.5,42.5,-1,3.5,09/16/2012 LAR-WAS
10573,09/17/2012,ATL,27.0,21.0,DEN,ATL,-3.0,50.5,1,-3.0,09/17/2012 ATL-DEN
10574,09/20/2012,CAR,7.0,36.0,NYG,CAR,-3.0,49,1,-3.0,09/20/2012 CAR-NYG
10575,09/23/2012,ARI,27.0,6.0,PHI,PHI,-3.0,42,-1,3.0,09/23/2012 ARI-PHI
10576,09/23/2012,BAL,31.0,30.0,NE,BAL,-3.0,48,1,-3.0,09/23/2012 BAL-NE
10577,09/23/2012,CHI,23.0,6.0,LAR,CHI,-7.0,42,1,-7.0,09/23/2012 CHI-LAR
10578,09/23/2012,CLE,14.0,24.0,BUF,BUF,-3.0,45,-1,3.0,09/23/2012 CLE-BUF
10579,09/23/2012,DAL,16.0,10.0,TB,DAL,-7.0,45.5,1,-7.0,09/23/2012 DAL-TB
10580,09/23/2012,DEN,25.0,31.0,HOU,HOU,-1.5,43.5,-1,1.5,09/23/2012 DEN-HOU
10581,09/23/2012,IND,17.0,22.0,JAX,IND,-3.0,42,1,-3.0,09/23/2012 IND-JAX
10582,09/23/2012,MIA,20.0,23.0,NYJ,NYJ,-3.0,40.5,-1,3.0,09/23/2012 MIA-NYJ
10583,09/23/2012,MIN,24.0,13.0,SF,SF,-7.0,42.5,-1,7.0,09/23/2012 MIN-SF
10584,09/23/2012,NO,24.0,27.0,KC,NO,-8.5,51.5,1,-8.5,09/23/2012 NO-KC
10585,09/23/2012,OAK,34.0,31.0,PIT,PIT,-4.0,45,-1,4.0,09/23/2012 OAK-PIT
10586,09/23/2012,LAC,3.0,27.0,ATL,LAC,-3.0,47.5,1,-3.0,09/23/2012 LAC-ATL
10587,09/23/2012,TEN,44.0,41.0,DET,DET,-4.0,47,-1,4.0,09/23/2012 TEN-DET
10588,09/23/2012,WAS,31.0,38.0,CIN,WAS,-3.0,49.5,1,-3.0,09/23/2012 WAS-CIN
10589,09/24/2012,SEA,14.0,12.0,GB,GB,-3.5,45.5,-1,3.5,09/24/2012 SEA-GB
10590,09/27/2012,BAL,23.0,16.0,CLE,BAL,-11.5,43.5,1,-11.5,09/27/2012 BAL-CLE
10591,09/30/2012,ARI,24.0,21.0,MIA,ARI,-4.0,39.5,1,-4.0,09/30/2012 ARI-MIA
10592,09/30/2012,ATL,30.0,28.0,CAR,ATL,-7.0,48,1,-7.0,09/30/2012 ATL-CAR
10593,09/30/2012,BUF,28.0,52.0,NE,NE,-4.5,48.5,-1,4.5,09/30/2012 BUF-NE
10594,09/30/2012,DEN,37.0,6.0,OAK,DEN,-6.5,47,1,-6.5,09/30/2012 DEN-OAK
10595,09/30/2012,DET,13.0,20.0,MIN,DET,-4.0,48.5,1,-4.0,09/30/2012 DET-MIN
10596,09/30/2012,GB,28.0,27.0,NO,GB,-7.5,54,1,-7.5,09/30/2012 GB-NO
10597,09/30/2012,HOU,38.0,14.0,TEN,HOU,-13.5,45,1,-13.5,09/30/2012 HOU-TEN
10598,09/30/2012,JAX,10.0,27.0,CIN,JAX,-1.5,45.5,1,-1.5,09/30/2012 JAX-CIN
10599,09/30/2012,KC,20.0,37.0,LAC,LAC,-2.5,43.5,-1,2.5,09/30/2012 KC-LAC
10600,09/30/2012,NYJ,0.0,34.0,SF,SF,-4.0,41,-1,4.0,09/30/2012 NYJ-SF
10601,09/30/2012,PHI,19.0,17.0,NYG,PHI,-1.5,46.5,1,-1.5,09/30/2012 PHI-NYG
10602,09/30/2012,LAR,19.0,13.0,SEA,SEA,-2.5,39,-1,2.5,09/30/2012 LAR-SEA
10603,09/30/2012,TB,22.0,24.0,WAS,TB,-2.0,45,1,-2.0,09/30/2012 TB-WAS
10604,10/01/2012,DAL,18.0,34.0,CHI,DAL,-3.0,41.5,1,-3.0,10/01/2012 DAL-CHI
10605,10/04/2012,LAR,17.0,3.0,ARI,ARI,-1.5,38,-1,1.5,10/04/2012 LAR-ARI
10606,10/07/2012,CAR,12.0,16.0,SEA,CAR,-2.0,42,1,-2.0,10/07/2012 CAR-SEA
10607,10/07/2012,CIN,13.0,17.0,MIA,CIN,-3.0,45,1,-3.0,10/07/2012 CIN-MIA
10608,10/07/2012,IND,30.0,27.0,GB,GB,-6.5,49,-1,6.5,10/07/2012 IND-GB
10609,10/07/2012,JAX,3.0,41.0,CHI,CHI,-6.5,40,-1,6.5,10/07/2012 JAX-CHI
10610,10/07/2012,KC,6.0,9.0,BAL,BAL,-6.5,47,-1,6.5,10/07/2012 KC-BAL
10611,10/07/2012,MIN,30.0,7.0,TEN,MIN,-6.0,44,1,-6.0,10/07/2012 MIN-TEN
10612,10/07/2012,NE,31.0,21.0,DEN,NE,-6.0,51.5,1,-6.0,10/07/2012 NE-DEN
10613,10/07/2012,NO,31.0,24.0,LAC,NO,-3.5,52.5,1,-3.5,10/07/2012 NO-LAC
10614,10/07/2012,NYG,41.0,27.0,CLE,NYG,-8.0,44,1,-8.0,10/07/2012 NYG-CLE
10615,10/07/2012,PIT,16.0,14.0,PHI,PIT,-4.0,44,1,-4.0,10/07/2012 PIT-PHI
10616,10/07/2012,SF,45.0,3.0,BUF,SF,-10.0,45,1,-10.0,10/07/2012 SF-BUF
10617,10/07/2012,WAS,17.0,24.0,ATL,ATL,-3.0,51,-1,3.0,10/07/2012 WAS-ATL
10618,10/08/2012,NYJ,17.0,23.0,HOU,HOU,-10.0,41,-1,10.0,10/08/2012 NYJ-HOU
10619,10/11/2012,TEN,26.0,23.0,PIT,PIT,-6.5,43,-1,6.5,10/11/2012 TEN-PIT
10620,10/14/2012,ARI,16.0,19.0,BUF,ARI,-5.0,44,1,-5.0,10/14/2012 ARI-BUF
10621,10/14/2012,ATL,23.0,20.0,OAK,ATL,-10.0,49,1,-10.0,10/14/2012 ATL-OAK
10622,10/14/2012,BAL,31.0,29.0,DAL,BAL,-3.0,45,1,-3.0,10/14/2012 BAL-DAL
10623,10/14/2012,CLE,34.0,24.0,CIN,CIN,-2.0,42,-1,2.0,10/14/2012 CLE-CIN
10624,10/14/2012,HOU,24.0,42.0,GB,HOU,-4.0,46.5,1,-4.0,10/14/2012 HOU-GB
10625,10/14/2012,MIA,17.0,14.0,LAR,MIA,-5.0,38,1,-5.0,10/14/2012 MIA-LAR
10626,10/14/2012,NYJ,35.0,9.0,IND,NYJ,-3.0,44,1,-3.0,10/14/2012 NYJ-IND
10627,10/14/2012,PHI,23.0,26.0,DET,PHI,-3.5,47.5,1,-3.5,10/14/2012 PHI-DET
10628,10/14/2012,SF,3.0,26.0,NYG,SF,-7.0,46.5,1,-7.0,10/14/2012 SF-NYG
10629,10/14/2012,SEA,24.0,23.0,NE,NE,-4.0,42.5,-1,4.0,10/14/2012 SEA-NE
10630,10/14/2012,TB,38.0,10.0,KC,TB,-5.0,39.5,1,-5.0,10/14/2012 TB-KC
10631,10/14/2012,WAS,38.0,26.0,MIN,MIN,-2.0,44,-1,2.0,10/14/2012 WAS-MIN
10632,10/15/2012,LAC,24.0,35.0,DEN,PICK,0.0,47.5,-1,-0.0,10/15/2012 LAC-DEN
10633,10/18/2012,SF,13.0,6.0,SEA,SF,-7.5,37.5,1,-7.5,10/18/2012 SF-SEA
10634,10/21/2012,BUF,34.0,35.0,TEN,BUF,-4.5,46.5,1,-4.5,10/21/2012 BUF-TEN
10635,10/21/2012,CAR,14.0,19.0,DAL,DAL,-2.5,45,-1,2.5,10/21/2012 CAR-DAL
10636,10/21/2012,CIN,17.0,24.0,PIT,CIN,-1.0,45.5,1,-1.0,10/21/2012 CIN-PIT
10637,10/21/2012,HOU,43.0,13.0,BAL,HOU,-6.5,47.5,1,-6.5,10/21/2012 HOU-BAL
10638,10/21/2012,IND,17.0,13.0,CLE,IND,-1.0,46.5,1,-1.0,10/21/2012 IND-CLE
10639,10/21/2012,MIN,21.0,14.0,ARI,MIN,-6.5,39.5,1,-6.5,10/21/2012 MIN-ARI
10640,10/21/2012,NE,29.0,26.0,NYJ,NE,-10.5,47,1,-10.5,10/21/2012 NE-NYJ
10641,10/21/2012,NYG,27.0,23.0,WAS,NYG,-6.5,51.5,1,-6.5,10/21/2012 NYG-WAS
10642,10/21/2012,OAK,26.0,23.0,JAX,OAK,-6.0,44,1,-6.0,10/21/2012 OAK-JAX
10643,10/21/2012,LAR,20.0,30.0,GB,GB,-5.0,45,-1,5.0,10/21/2012 LAR-GB
10644,10/21/2012,TB,28.0,35.0,NO,NO,-1.5,49.5,-1,1.5,10/21/2012 TB-NO
10645,10/22/2012,CHI,13.0,7.0,DET,CHI,-6.5,47,1,-6.5,10/22/2012 CHI-DET
10646,10/25/2012,MIN,17.0,36.0,TB,MIN,-5.5,43,1,-5.5,10/25/2012 MIN-TB
10647,10/28/2012,CHI,23.0,22.0,CAR,CHI,-7.5,41.5,1,-7.5,10/28/2012 CHI-CAR
10648,10/28/2012,CLE,7.0,6.0,LAC,LAC,-3.0,41,-1,3.0,10/28/2012 CLE-LAC
10649,10/28/2012,DAL,24.0,29.0,NYG,NYG,-2.5,48,-1,2.5,10/28/2012 DAL-NYG
10650,10/28/2012,DEN,34.0,14.0,NO,DEN,-6.5,55,1,-6.5,10/28/2012 DEN-NO
10651,10/28/2012,DET,28.0,24.0,SEA,DET,-3.0,42.5,1,-3.0,10/28/2012 DET-SEA
10652,10/28/2012,GB,24.0,15.0,JAX,GB,-16.0,45.5,1,-16.0,10/28/2012 GB-JAX
10653,10/28/2012,KC,16.0,26.0,OAK,KC,-1.0,42.5,1,-1.0,10/28/2012 KC-OAK
10654,10/28/2012,NYJ,9.0,30.0,MIA,NYJ,-1.0,39,1,-1.0,10/28/2012 NYJ-MIA
10655,10/28/2012,PHI,17.0,30.0,ATL,PHI,-3.0,43,1,-3.0,10/28/2012 PHI-ATL
10656,10/28/2012,PIT,27.0,12.0,WAS,PIT,-4.5,44,1,-4.5,10/28/2012 PIT-WAS
10657,10/28/2012,LAR,7.0,45.0,NE,NE,-7.0,46,-1,7.0,10/28/2012 LAR-NE
10658,10/28/2012,TEN,13.0,19.0,IND,TEN,-3.0,47,1,-3.0,10/28/2012 TEN-IND
10659,10/29/2012,ARI,3.0,24.0,SF,SF,-7.0,38.5,-1,7.0,10/29/2012 ARI-SF
10660,11/01/2012,LAC,31.0,13.0,KC,LAC,-7.0,41,1,-7.0,11/01/2012 LAC-KC
10661,11/04/2012,ATL,19.0,13.0,DAL,ATL,-4.5,47.5,1,-4.5,11/04/2012 ATL-DAL
10662,11/04/2012,CIN,23.0,31.0,DEN,DEN,-5.5,47.5,-1,5.5,11/04/2012 CIN-DEN
10663,11/04/2012,CLE,15.0,25.0,BAL,BAL,-3.5,44,-1,3.5,11/04/2012 CLE-BAL
10664,11/04/2012,GB,31.0,17.0,ARI,GB,-10.5,43.5,1,-10.5,11/04/2012 GB-ARI
10665,11/04/2012,HOU,21.0,9.0,BUF,HOU,-11.5,48,1,-11.5,11/04/2012 HOU-BUF
10666,11/04/2012,IND,23.0,20.0,MIA,MIA,-2.0,43.5,-1,2.0,11/04/2012 IND-MIA
10667,11/04/2012,JAX,14.0,31.0,DET,DET,-6.0,44,-1,6.0,11/04/2012 JAX-DET
10668,11/04/2012,NYG,20.0,24.0,PIT,NYG,-3.5,47.5,1,-3.5,11/04/2012 NYG-PIT
10669,11/04/2012,OAK,32.0,42.0,TB,OAK,-1.0,47.5,1,-1.0,11/04/2012 OAK-TB
10670,11/04/2012,SEA,30.0,20.0,MIN,SEA,-4.0,38.5,1,-4.0,11/04/2012 SEA-MIN
10671,11/04/2012,TEN,20.0,51.0,CHI,CHI,-5.0,43.5,-1,5.0,11/04/2012 TEN-CHI
10672,11/04/2012,WAS,13.0,21.0,CAR,WAS,-3.0,48.5,1,-3.0,11/04/2012 WAS-CAR
10673,11/05/2012,NO,28.0,13.0,PHI,NO,-3.0,52,1,-3.0,11/05/2012 NO-PHI
10674,11/08/2012,JAX,10.0,27.0,IND,IND,-3.5,43.5,-1,3.5,11/08/2012 JAX-IND
10675,11/11/2012,BAL,55.0,20.0,OAK,BAL,-7.5,47.5,1,-7.5,11/11/2012 BAL-OAK
10676,11/11/2012,CAR,14.0,36.0,DEN,DEN,-4.0,47,-1,4.0,11/11/2012 CAR-DEN
10677,11/11/2012,CHI,6.0,13.0,HOU,CHI,-1.0,40,1,-1.0,11/11/2012 CHI-HOU
10678,11/11/2012,CIN,31.0,13.0,NYG,NYG,-4.5,47.5,-1,4.5,11/11/2012 CIN-NYG
10679,11/11/2012,MIA,3.0,37.0,TEN,MIA,-7.0,44,1,-7.0,11/11/2012 MIA-TEN
10680,11/11/2012,MIN,34.0,24.0,DET,DET,-3.0,45.5,-1,3.0,11/11/2012 MIN-DET
10681,11/11/2012,NE,37.0,31.0,BUF,NE,-13.5,54,1,-13.5,11/11/2012 NE-BUF
10682,11/11/2012,NO,31.0,27.0,ATL,ATL,-1.5,54,-1,1.5,11/11/2012 NO-ATL
10683,11/11/2012,PHI,23.0,38.0,DAL,DAL,-2.5,44.5,-1,2.5,11/11/2012 PHI-DAL
10684,11/11/2012,SF,24.0,24.0,LAR,SF,-13.0,38,1,-13.0,11/11/2012 SF-LAR
10685,11/11/2012,SEA,28.0,7.0,NYJ,SEA,-5.5,38.5,1,-5.5,11/11/2012 SEA-NYJ
10686,11/11/2012,TB,34.0,24.0,LAC,TB,-3.0,47,1,-3.0,11/11/2012 TB-LAC
10687,11/12/2012,PIT,16.0,13.0,KC,PIT,-13.0,40,1,-13.0,11/12/2012 PIT-KC
10688,11/15/2012,BUF,19.0,14.0,MIA,BUF,-2.5,46,1,-2.5,11/15/2012 BUF-MIA
10689,11/18/2012,ATL,23.0,19.0,ARI,ATL,-9.5,44,1,-9.5,11/18/2012 ATL-ARI
10690,11/18/2012,CAR,21.0,27.0,TB,TB,-1.5,47,-1,1.5,11/18/2012 CAR-TB
10691,11/18/2012,DAL,23.0,20.0,CLE,DAL,-7.0,43.5,1,-7.0,11/18/2012 DAL-CLE
10692,11/18/2012,DEN,30.0,23.0,LAC,DEN,-7.5,48,1,-7.5,11/18/2012 DEN-LAC
10693,11/18/2012,DET,20.0,24.0,GB,GB,-3.0,53.5,-1,3.0,11/18/2012 DET-GB
10694,11/18/2012,HOU,43.0,37.0,JAX,HOU,-15.5,40.5,1,-15.5,11/18/2012 HOU-JAX
10695,11/18/2012,KC,6.0,28.0,CIN,CIN,-3.0,42.5,-1,3.0,11/18/2012 KC-CIN
10696,11/18/2012,NE,59.0,24.0,IND,NE,-10.0,55,1,-10.0,11/18/2012 NE-IND
10697,11/18/2012,OAK,17.0,38.0,NO,NO,-6.5,56,-1,6.5,11/18/2012 OAK-NO
10698,11/18/2012,PIT,10.0,13.0,BAL,BAL,-3.0,40.5,-1,3.0,11/18/2012 PIT-BAL
10699,11/18/2012,LAR,13.0,27.0,NYJ,LAR,-3.5,38.5,1,-3.5,11/18/2012 LAR-NYJ
10700,11/18/2012,WAS,31.0,6.0,PHI,WAS,-3.5,46,1,-3.5,11/18/2012 WAS-PHI
10701,11/19/2012,SF,32.0,7.0,CHI,SF,-5.0,35,1,-5.0,11/19/2012 SF-CHI
10702,11/22/2012,DAL,31.0,38.0,WAS,DAL,-3.5,47.5,1,-3.5,11/22/2012 DAL-WAS
10703,11/22/2012,DET,31.0,34.0,HOU,HOU,-4.0,49,-1,4.0,11/22/2012 DET-HOU
10704,11/22/2012,NYJ,19.0,49.0,NE,NE,-7.0,48.5,-1,7.0,11/22/2012 NYJ-NE
10705,11/25/2012,ARI,17.0,31.0,LAR,ARI,-1.0,36.5,1,-1.0,11/25/2012 ARI-LAR
10706,11/25/2012,CHI,28.0,10.0,MIN,CHI,-6.5,39,1,-6.5,11/25/2012 CHI-MIN
10707,11/25/2012,CIN,34.0,10.0,OAK,CIN,-8.0,51,1,-8.0,11/25/2012 CIN-OAK
10708,11/25/2012,CLE,20.0,14.0,PIT,PIT,-2.0,33.5,-1,2.0,11/25/2012 CLE-PIT
10709,11/25/2012,IND,20.0,13.0,BUF,IND,-3.0,51.5,1,-3.0,11/25/2012 IND-BUF
10710,11/25/2012,JAX,24.0,19.0,TEN,TEN,-3.5,45,-1,3.5,11/25/2012 JAX-TEN
10711,11/25/2012,KC,9.0,17.0,DEN,DEN,-10.5,42.5,-1,10.5,11/25/2012 KC-DEN
10712,11/25/2012,MIA,24.0,21.0,SEA,SEA,-3.0,38,-1,3.0,11/25/2012 MIA-SEA
10713,11/25/2012,NO,21.0,31.0,SF,SF,-1.5,50,-1,1.5,11/25/2012 NO-SF
10714,11/25/2012,NYG,38.0,10.0,GB,NYG,-2.5,51.5,1,-2.5,11/25/2012 NYG-GB
10715,11/25/2012,LAC,13.0,16.0,BAL,BAL,-1.0,47,-1,1.0,11/25/2012 LAC-BAL
10716,11/25/2012,TB,23.0,24.0,ATL,ATL,-1.5,51.5,-1,1.5,11/25/2012 TB-ATL
10717,11/26/2012,PHI,22.0,30.0,CAR,CAR,-3.0,42,-1,3.0,11/26/2012 PHI-CAR
10718,11/29/2012,ATL,23.0,13.0,NO,ATL,-3.5,55,1,-3.5,11/29/2012 ATL-NO
10719,12/02/2012,BAL,20.0,23.0,PIT,BAL,-7.5,36.5,1,-7.5,12/02/2012 BAL-PIT
10720,12/02/2012,BUF,34.0,18.0,JAX,BUF,-6.0,42,1,-6.0,12/02/2012 BUF-JAX
10721,12/02/2012,CHI,17.0,23.0,SEA,CHI,-3.5,37,1,-3.5,12/02/2012 CHI-SEA
10722,12/02/2012,DAL,38.0,33.0,PHI,DAL,-10.5,44,1,-10.5,12/02/2012 DAL-PHI
10723,12/02/2012,DEN,31.0,23.0,TB,DEN,-7.5,50,1,-7.5,12/02/2012 DEN-TB
10724,12/02/2012,DET,33.0,35.0,IND,DET,-7.0,51,1,-7.0,12/02/2012 DET-IND
10725,12/02/2012,GB,23.0,14.0,MIN,GB,-7.5,47,1,-7.5,12/02/2012 GB-MIN
10726,12/02/2012,KC,27.0,21.0,CAR,CAR,-6.0,41,-1,6.0,12/02/2012 KC-CAR
10727,12/02/2012,MIA,16.0,23.0,NE,NE,-9.0,51.5,-1,9.0,12/02/2012 MIA-NE
10728,12/02/2012,NYJ,7.0,6.0,ARI,NYJ,-6.0,36.5,1,-6.0,12/02/2012 NYJ-ARI
10729,12/02/2012,OAK,17.0,20.0,CLE,CLE,-2.5,39.5,-1,2.5,12/02/2012 OAK-CLE
10730,12/02/2012,LAC,13.0,20.0,CIN,CIN,-2.5,46,-1,2.5,12/02/2012 LAC-CIN
10731,12/02/2012,LAR,16.0,13.0,SF,SF,-8.0,41,-1,8.0,12/02/2012 LAR-SF
10732,12/02/2012,TEN,10.0,24.0,HOU,HOU,-7.0,47,-1,7.0,12/02/2012 TEN-HOU
10733,12/03/2012,WAS,17.0,16.0,NYG,NYG,-3.0,50,-1,3.0,12/03/2012 WAS-NYG
10734,12/06/2012,OAK,13.0,26.0,DEN,DEN,-10.5,47,-1,10.5,12/06/2012 OAK-DEN
10735,12/09/2012,BUF,12.0,15.0,LAR,BUF,-3.0,42.5,1,-3.0,12/09/2012 BUF-LAR
10736,12/09/2012,CAR,30.0,20.0,ATL,ATL,-3.5,47,-1,3.5,12/09/2012 CAR-ATL
10737,12/09/2012,CIN,19.0,20.0,DAL,CIN,-3.5,46,1,-3.5,12/09/2012 CIN-DAL
10738,12/09/2012,CLE,30.0,7.0,KC,CLE,-7.0,38,1,-7.0,12/09/2012 CLE-KC
10739,12/09/2012,GB,27.0,20.0,DET,GB,-6.5,49,1,-6.5,12/09/2012 GB-DET
10740,12/09/2012,IND,27.0,23.0,TEN,IND,-4.0,47,1,-4.0,12/09/2012 IND-TEN
10741,12/09/2012,JAX,10.0,17.0,NYJ,NYJ,-3.0,39,-1,3.0,12/09/2012 JAX-NYJ
10742,12/09/2012,MIN,21.0,14.0,CHI,CHI,-1.5,40.5,-1,1.5,12/09/2012 MIN-CHI
10743,12/09/2012,NYG,52.0,27.0,NO,NYG,-4.5,51.5,1,-4.5,12/09/2012 NYG-NO
10744,12/09/2012,PIT,24.0,34.0,LAC,PIT,-7.5,38,1,-7.5,12/09/2012 PIT-LAC
10745,12/09/2012,SF,27.0,13.0,MIA,SF,-10.5,38.5,1,-10.5,12/09/2012 SF-MIA
10746,12/09/2012,SEA,58.0,0.0,ARI,SEA,-10.0,36,1,-10.0,12/09/2012 SEA-ARI
10747,12/09/2012,TB,21.0,23.0,PHI,TB,-7.0,48,1,-7.0,12/09/2012 TB-PHI
10748,12/09/2012,WAS,31.0,28.0,BAL,WAS,-1.5,48,1,-1.5,12/09/2012 WAS-BAL
10749,12/10/2012,NE,42.0,14.0,HOU,NE,-5.5,51,1,-5.5,12/10/2012 NE-HOU
10750,12/13/2012,PHI,13.0,34.0,CIN,CIN,-5.0,45,-1,5.0,12/13/2012 PHI-CIN
10751,12/16/2012,ARI,38.0,10.0,DET,DET,-6.5,43.5,-1,6.5,12/16/2012 ARI-DET
10752,12/16/2012,ATL,34.0,0.0,NYG,PICK,0.0,50,-1,-0.0,12/16/2012 ATL-NYG
10753,12/16/2012,BAL,17.0,34.0,DEN,DEN,-3.0,48,-1,3.0,12/16/2012 BAL-DEN
10754,12/16/2012,BUF,17.0,50.0,SEA,SEA,-5.0,44,-1,5.0,12/16/2012 BUF-SEA
10755,12/16/2012,CHI,13.0,21.0,GB,GB,-3.0,43.5,-1,3.0,12/16/2012 CHI-GB
10756,12/16/2012,CLE,21.0,38.0,WAS,CLE,-4.0,40.5,1,-4.0,12/16/2012 CLE-WAS
10757,12/16/2012,DAL,27.0,24.0,PIT,PIT,-2.5,46,-1,2.5,12/16/2012 DAL-PIT
10758,12/16/2012,HOU,29.0,17.0,IND,HOU,-10.5,48,1,-10.5,12/16/2012 HOU-IND
10759,12/16/2012,MIA,24.0,3.0,JAX,MIA,-7.5,38,1,-7.5,12/16/2012 MIA-JAX
10760,12/16/2012,NE,34.0,41.0,SF,NE,-5.0,47.5,1,-5.0,12/16/2012 NE-SF
10761,12/16/2012,NO,41.0,0.0,TB,NO,-3.5,55,1,-3.5,12/16/2012 NO-TB
10762,12/16/2012,OAK,15.0,0.0,KC,OAK,-4.5,44,1,-4.5,12/16/2012 OAK-KC
10763,12/16/2012,LAC,7.0,31.0,CAR,LAC,-3.0,45.5,1,-3.0,12/16/2012 LAC-CAR
10764,12/16/2012,LAR,22.0,36.0,MIN,LAR,-2.5,39.5,1,-2.5,12/16/2012 LAR-MIN
10765,12/17/2012,TEN,14.0,10.0,NYJ,TEN,-1.0,42,1,-1.0,12/17/2012 TEN-NYJ
10766,12/22/2012,DET,18.0,31.0,ATL,ATL,-4.0,50.5,-1,4.0,12/22/2012 DET-ATL
10767,12/23/2012,ARI,13.0,28.0,CHI,CHI,-7.0,36.5,-1,7.0,12/23/2012 ARI-CHI
10768,12/23/2012,BAL,33.0,14.0,NYG,NYG,-2.5,47,-1,2.5,12/23/2012 BAL-NYG
10769,12/23/2012,CAR,17.0,6.0,OAK,CAR,-9.5,47,1,-9.5,12/23/2012 CAR-OAK
10770,12/23/2012,DAL,31.0,34.0,NO,DAL,-3.0,54.5,1,-3.0,12/23/2012 DAL-NO
10771,12/23/2012,DEN,34.0,12.0,CLE,DEN,-11.0,44,1,-11.0,12/23/2012 DEN-CLE
10772,12/23/2012,GB,55.0,7.0,TEN,GB,-11.0,44.5,1,-11.0,12/23/2012 GB-TEN
10773,12/23/2012,HOU,6.0,23.0,MIN,HOU,-7.5,43.5,1,-7.5,12/23/2012 HOU-MIN
10774,12/23/2012,JAX,16.0,23.0,NE,NE,-14.5,51,-1,14.5,12/23/2012 JAX-NE
10775,12/23/2012,KC,13.0,20.0,IND,IND,-6.0,41.5,-1,6.0,12/23/2012 KC-IND
10776,12/23/2012,MIA,24.0,10.0,BUF,MIA,-5.0,43,1,-5.0,12/23/2012 MIA-BUF
10777,12/23/2012,NYJ,17.0,27.0,LAC,NYJ,-3.0,38,1,-3.0,12/23/2012 NYJ-LAC
10778,12/23/2012,PHI,20.0,27.0,WAS,WAS,-6.0,46,-1,6.0,12/23/2012 PHI-WAS
10779,12/23/2012,PIT,10.0,13.0,CIN,PIT,-3.5,40,1,-3.5,12/23/2012 PIT-CIN
10780,12/23/2012,SEA,42.0,13.0,SF,SEA,-2.0,40.5,1,-2.0,12/23/2012 SEA-SF
10781,12/23/2012,TB,13.0,28.0,LAR,TB,-3.0,44,1,-3.0,12/23/2012 TB-LAR
10782,12/30/2012,ATL,17.0,22.0,TB,ATL,-3.0,46,1,-3.0,12/30/2012 ATL-TB
10783,12/30/2012,BUF,28.0,9.0,NYJ,BUF,-3.5,41,1,-3.5,12/30/2012 BUF-NYJ
10784,12/30/2012,CIN,23.0,17.0,BAL,CIN,-3.0,42.5,1,-3.0,12/30/2012 CIN-BAL
10785,12/30/2012,DEN,38.0,3.0,KC,DEN,-17.0,41.5,1,-17.0,12/30/2012 DEN-KC
10786,12/30/2012,DET,24.0,26.0,CHI,CHI,-3.0,46,-1,3.0,12/30/2012 DET-CHI
10787,12/30/2012,IND,28.0,16.0,HOU,HOU,-6.0,47,-1,6.0,12/30/2012 IND-HOU
10788,12/30/2012,MIN,37.0,34.0,GB,GB,-3.0,46,-1,3.0,12/30/2012 MIN-GB
10789,12/30/2012,NE,28.0,0.0,MIA,NE,-10.0,46.5,1,-10.0,12/30/2012 NE-MIA
10790,12/30/2012,NO,38.0,44.0,CAR,NO,-4.0,54,1,-4.0,12/30/2012 NO-CAR
10791,12/30/2012,NYG,42.0,7.0,PHI,NYG,-6.5,44.5,1,-6.5,12/30/2012 NYG-PHI
10792,12/30/2012,PIT,24.0,10.0,CLE,PIT,-9.5,36,1,-9.5,12/30/2012 PIT-CLE
10793,12/30/2012,LAC,24.0,21.0,OAK,LAC,-8.0,41.5,1,-8.0,12/30/2012 LAC-OAK
10794,12/30/2012,SF,27.0,13.0,ARI,SF,-16.5,39.5,1,-16.5,12/30/2012 SF-ARI
10795,12/30/2012,SEA,20.0,13.0,LAR,SEA,-12.0,42.5,1,-12.0,12/30/2012 SEA-LAR
10796,12/30/2012,TEN,38.0,20.0,JAX,TEN,-5.5,42,1,-5.5,12/30/2012 TEN-JAX
10797,12/30/2012,WAS,28.0,18.0,DAL,WAS,-3.0,49,1,-3.0,12/30/2012 WAS-DAL
10798,01/05/2013,GB,24.0,10.0,MIN,GB,-11.0,44.5,1,-11.0,01/05/2013 GB-MIN
10799,01/05/2013,HOU,19.0,13.0,CIN,HOU,-4.0,42.5,1,-4.0,01/05/2013 HOU-CIN
10800,01/06/2013,BAL,24.0,9.0,IND,BAL,-7.0,47,1,-7.0,01/06/2013 BAL-IND
